asset_f1,asset_precision,asset_recall,b3_f1,b3_precision,b3_recall,critical_miss_rate,critical_misses,edge_brier,edge_calibration_cases,edge_calibration_positive_fraction,edge_ece,edge_f1,edge_precision,edge_recall,entity_f1,entity_precision,entity_recall,kendall_tau_b_calibrated,kendall_tau_b_primary,kendall_tau_b_rank_aggregation,kendall_tau_b_weighted,method,ndcg_at_10_calibrated,ndcg_at_10_primary,ndcg_at_10_rank_aggregation,ndcg_at_10_weighted,ndcg_at_5_calibrated,ndcg_at_5_primary,ndcg_at_5_rank_aggregation,ndcg_at_5_weighted,ndcg_calibrated,ndcg_primary,ndcg_rank_aggregation,ndcg_weighted,node_truth_conflicts,observation_dropout,perturbation_seed,provenance_invariant,replicate,spearman_calibrated,spearman_primary,spearman_rank_aggregation,spearman_weighted,top5_urgent_recall_calibrated,top5_urgent_recall_primary,top5_urgent_recall_rank_aggregation,top5_urgent_recall_weighted,unsupported_edge_rate,urgency_brier,urgency_ece,verification_queue_size
0.7096774194,0.5641025641,0.9565217391,0.7457627119,1,0.5945945946,0.0625,1,0.01723586941,20,0.9,0.1131722971,0.5925925926,0.8,0.4705882353,0,0,0,0.3752562364,-0.1271052373,-0.1588815466,0.3752562364,source_union,0.8798303372,0.6928698559,0.6775171978,0.8798303372,0.9562649742,0.7536699234,0.6460377407,0.9562649742,0.9562649742,0.7536699234,0.6460377407,0.9562649742,0,0.25,12586,True,0,0.450525779,-0.155979879,-0.1834581996,0.450525779,0.3125,0.25,0.25,0.3125,0.2,0.5859247237,0.6473492866,24
0.8979591837,0.8461538462,0.9565217391,0.9626168224,1,0.9279279279,0.0625,1,0.01356342823,18,0.8888888889,0.09653300248,0.6153846154,0.8888888889,0.4705882353,0.9259259259,1,0.8620689655,0.2538925126,-0.0889736661,-0.05704663885,0.2538925126,exact_direct,0.858381097,0.7245969285,0.601670282,0.858381097,0.9075755242,0.7260761944,0.5329843389,0.9075755242,0.9075755242,0.7260761944,0.5329843389,0.9075755242,0,0.25,12586,True,0,0.3115976947,-0.1082969108,-0.06866997127,0.3115976947,0.25,0.25,0.25,0.25,0.1111111111,0.5840664652,0.6353626016,20
0.9777777778,1,0.9565217391,1,1,1,0.0625,1,0.01652442286,18,0.8888888889,0.1060479712,0.64,1,0.4705882353,1,1,1,0.3946644517,-0.06657426653,-0.1443479734,0.3946644517,cigma,0.9191783908,0.8223961063,0.7414380485,0.9191783908,0.8510488233,0.8284095184,0.6666666667,0.8510488233,0.8510488233,0.8284095184,0.6666666667,0.8510488233,0,0.25,12586,True,0,0.4633837177,-0.08679872041,-0.1831113827,0.4633837177,0.25,0.3125,0.25,0.25,0,0.624579087,0.7047370636,16
0.7333333333,0.5945945946,0.9565217391,0.7586206897,1,0.6111111111,0.0625,1,0.02965903728,17,0.9411764706,0.1509081251,0.5882352941,0.8823529412,0.4411764706,0,0,0,0.3626904886,0,-0.1942345515,0.3626904886,source_union,0.8868979379,0.7743934279,0.7274987406,0.8868979379,0.9513105501,0.8201054725,0.7153561166,0.9513105501,0.9513105501,0.8201054725,0.7153561166,0.9513105501,0,0.25,12587,True,1,0.4207407958,0.006683793666,-0.2548271471,0.4207407958,0.3125,0.25,0.3125,0.3125,0.1176470588,0.6356341927,0.6968169305,24
0.8979591837,0.8461538462,0.9565217391,0.9489051095,1,0.9027777778,0.0625,1,0.02452902543,16,0.9375,0.132790252,0.6,0.9375,0.4411764706,0.8571428571,1,0.75,0.232740866,-0.02885999881,-0.1079080842,0.232740866,exact_direct,0.8673346853,0.78580959,0.7519969546,0.8673346853,0.9075755242,0.7635787717,0.7231933675,0.9075755242,0.9075755242,0.7635787717,0.7231933675,0.9075755242,0,0.25,12587,True,1,0.2813118209,-0.042967245,-0.1574774505,0.2813118209,0.25,0.25,0.3125,0.25,0.0625,0.636156482,0.6883183103,20
0.9777777778,1,0.9565217391,1,1,1,0.0625,1,0.02484946943,17,0.9411764706,0.1351354008,0.64,1,0.4705882353,1,1,1,0.2037853742,0.1165049664,-0.3732544513,0.2037853742,cigma,0.8785470418,0.8786581035,0.7155129648,0.8785470418,0.8923372463,0.8997382733,0.5953379118,0.8923372463,0.8923372463,0.8997382733,0.5953379118,0.8923372463,0,0.25,12587,True,1,0.2315405629,0.1290559922,-0.4680145742,0.2315405629,0.3125,0.3125,0.25,0.3125,0,0.5726325625,0.629741634,16
0.6557377049,0.5263157895,0.8695652174,0.7142857143,1,0.5555555556,0.125,2,0.02463228299,18,0.9444444444,0.1346243403,0.6538461538,0.9444444444,0.5,0,0,0,0.3677610629,0.1803488893,-0.01281261793,0.3677610629,source_union,0.8720805594,0.7919597731,0.6999359254,0.8720805594,0.9343974612,0.7379954216,0.6164336326,0.9343974612,0.9343974612,0.7379954216,0.6164336326,0.9343974612,0,0.25,12588,True,2,0.4560873549,0.2323332786,-0.01699750259,0.4560873549,0.3125,0.25,0.25,0.3125,0.05555555556,0.6063075782,0.6431683361,25
0.8163265306,0.7692307692,0.8695652174,0.9280397022,1,0.8657407407,0.125,2,0.01991211315,18,0.9444444444,0.1153937688,0.6538461538,0.9444444444,0.5,0.8181818182,1,0.6923076923,0.2272966888,0.1417026987,0.08305903885,0.2272966888,exact_direct,0.839352437,0.8205207316,0.6513593163,0.839352437,0.8510488233,0.8284095184,0.497086564,0.8510488233,0.8510488233,0.8284095184,0.497086564,0.8510488233,0,0.25,12588,True,2,0.2912365054,0.196652077,0.1084193494,0.2912365054,0.3125,0.3125,0.25,0.3125,0.05555555556,0.4836713005,0.5136077685,17
0.9302325581,1,0.8695652174,1,1,1,0.125,2,0.02502412435,21,0.9523809524,0.1326036415,0.7407407407,1,0.5882352941,1,1,1,0.3002881698,0.3723335803,0.2857748334,0.3002881698,cigma,0.8991710413,0.9233842043,0.8722524142,0.8991710413,0.9069155882,0.8947838492,0.7842076595,0.9069155882,0.9069155882,0.8947838492,0.7842076595,0.9069155882,0,0.25,12588,True,2,0.3585610055,0.4538105557,0.3708035663,0.3585610055,0.3125,0.3125,0.3125,0.3125,0,0.3662614762,0.3893835309,11
0.7368421053,0.6176470588,0.9130434783,0.7777777778,1,0.6363636364,0.125,2,0.02826483187,16,1,0.15080625,0.64,1,0.4705882353,0,0,0,0.4320910527,-0.108867286,-0.08657999644,0.4320910527,source_union,0.939132975,0.7605590588,0.7510248306,0.939132975,0.9562649742,0.8510488233,0.7590911425,0.9562649742,0.9562649742,0.8510488233,0.7590911425,0.9562649742,0,0.25,12589,True,3,0.4986366136,-0.1462814045,-0.117443803,0.4986366136,0.3125,0.3125,0.3125,0.3125,0,0.6353288548,0.7057775718,25
0.8936170213,0.875,0.9130434783,0.9633507853,1,0.9292929293,0.125,2,0.02142466632,16,1,0.1252326995,0.64,1,0.4705882353,0.8965517241,1,0.8125,0.1122596009,0.03628909534,-0.03618157186,0.1122596009,exact_direct,0.8335996452,0.7964390566,0.7818574966,0.8335996452,0.8385683703,0.7487767176,0.7231933675,0.8385683703,0.8385683703,0.7487767176,0.7231933675,0.8385683703,0,0.25,12589,True,3,0.1581137369,0.05640916906,-0.0515833431,0.1581137369,0.1875,0.25,0.3125,0.1875,0,0.6214707527,0.6749221161,19
0.9545454545,1,0.9130434783,1,1,1,0.125,2,0.01824612302,16,1,0.1167860132,0.64,1,0.4705882353,1,1,1,-0.06936879756,0.1591644852,-0.1172790943,-0.06936879756,cigma,0.8190195342,0.8623227869,0.7788180104,0.8190195342,0.7797200684,0.8362467693,0.7590911425,0.7797200684,0.7797200684,0.8362467693,0.7590911425,0.7797200684,0,0.25,12589,True,3,-0.06503384127,0.2161899777,-0.1349058719,-0.06503384127,0.25,0.3125,0.3125,0.25,0,0.6294730959,0.695515711,16
0.6315789474,0.5294117647,0.7826086957,0.72,1,0.5625,0.1875,3,0.01481442923,13,1,0.1036153846,0.5106382979,0.9230769231,0.3529411765,0,0,0,0.3149471984,0.05209764434,-0.08419222955,0.3149471984,source_union,0.9189180633,0.7590345289,0.6240938551,0.9189180633,0.8656271653,0.7635787717,0.5408215899,0.8656271653,0.8656271653,0.7635787717,0.5408215899,0.8656271653,0,0.25,12590,True,4,0.3860295702,0.06430802974,-0.1042843607,0.3860295702,0.3125,0.25,0.25,0.3125,0.07692307692,0.6653683907,0.7247686269,20
0.8,0.8181818182,0.7826086957,0.9621621622,1,0.9270833333,0.1875,3,0.01372526583,12,1,0.09150913908,0.5217391304,1,0.3529411765,0.9411764706,1,0.8888888889,0.3541132413,0.03907323326,-0.03864619056,0.3541132413,exact_direct,0.9300144021,0.7579001676,0.6343829345,0.9300144021,0.9075755242,0.7635787717,0.5556236439,0.9075755242,0.9075755242,0.7635787717,0.5556236439,0.9075755242,0,0.25,12590,True,4,0.4250003858,0.05128361865,-0.05717101621,0.4250003858,0.3125,0.25,0.25,0.3125,0,0.6082529372,0.6504185168,15
0.8780487805,1,0.7826086957,1,1,1,0.1875,3,0.01851211007,14,1,0.1074667589,0.5833333333,1,0.4117647059,1,1,1,0.3393871573,0.2573898598,0.008579661994,0.3393871573,cigma,0.9300144021,0.9042834,0.7987672281,0.9300144021,0.9075755242,0.9075755242,0.7590911425,0.9075755242,0.9075755242,0.9075755242,0.7590911425,0.9075755242,0,0.25,12590,True,4,0.4031359079,0.3079750712,0.01379802633,0.4031359079,0.3125,0.3125,0.3125,0.3125,0,0.6403864131,0.6784919293,11
0.6153846154,0.5517241379,0.6956521739,0.7441860465,1,0.5925925926,0.3125,5,0.02269279605,9,0.8888888889,0.1170119796,0.3255813953,0.7777777778,0.2058823529,0,0,0,0.1231808099,-0.06178020632,0.06048720392,0.1231808099,source_union,0.8185931397,0.6811030431,0.6720080357,0.8185931397,0.7992528345,0.5973482907,0.5684153189,0.7992528345,0.7992528345,0.5973482907,0.5684153189,0.7992528345,0,0.25,12591,True,5,0.1540174227,-0.08680566702,0.06521029093,0.1540174227,0.3125,0.25,0.25,0.3125,0.2222222222,0.6996718351,0.7385130145,18
0.7272727273,0.7619047619,0.6956521739,0.9342105263,1,0.8765432099,0.3125,5,0.02168703842,8,0.875,0.1109271505,0.3333333333,0.875,0.2058823529,0.8148148148,1,0.6875,0.1231808099,-0.07550914106,0.07414850455,0.1231808099,exact_direct,0.8185931397,0.6738782096,0.7115285267,0.8185931397,0.7992528345,0.4661432132,0.560578068,0.7992528345,0.7992528345,0.4661432132,0.560578068,0.7992528345,0,0.25,12591,True,5,0.1540174227,-0.1126804332,0.09248633745,0.1540174227,0.3125,0.1875,0.25,0.3125,0.125,0.6996718351,0.7385130145,15
0.8205128205,1,0.6956521739,1,1,1,0.3125,5,0.0232751918,8,0.875,0.1193490402,0.3414634146,1,0.2058823529,1,1,1,0.2879496132,0.1376494403,0.1703162752,0.2879496132,cigma,0.90882444,0.8496475388,0.8560355825,0.90882444,0.8947838492,0.7153561166,0.7231933675,0.8947838492,0.8947838492,0.7153561166,0.7231933675,0.8947838492,0,0.25,12591,True,5,0.3308145028,0.179166592,0.2082635449,0.3308145028,0.3125,0.3125,0.3125,0.3125,0,0.7627060362,0.8192591403,10
0.6315789474,0.5294117647,0.7826086957,0.72,1,0.5625,0.25,4,0.0161743888,13,0.9230769231,0.1071544474,0.5106382979,0.9230769231,0.3529411765,0,0,0,0.1284575745,-0.227927194,-0.2640823022,0.1284575745,source_union,0.8336159606,0.6722284151,0.6592442175,0.8336159606,0.8138110292,0.7536699234,0.5973482907,0.8138110292,0.8138110292,0.7536699234,0.5973482907,0.8138110292,0,0.25,12592,True,6,0.1571506132,-0.2629302988,-0.3470807793,0.1571506132,0.25,0.25,0.25,0.25,0.07692307692,0.6707269706,0.7007513461,22
0.7826086957,0.7826086957,0.7826086957,0.9421487603,1,0.890625,0.25,4,0.0129234827,13,0.9230769231,0.09077768056,0.5106382979,0.9230769231,0.3529411765,0.85,1,0.7391304348,0.09381405909,-0.1996719846,-0.2195926119,0.09381405909,exact_direct,0.8219984439,0.6982556908,0.585507552,0.8219984439,0.8138311764,0.8284095184,0.4892493131,0.8138311764,0.8138311764,0.8284095184,0.4892493131,0.8138311764,0,0.25,12592,True,6,0.1228089831,-0.2473356021,-0.2697385461,0.1228089831,0.3125,0.3125,0.25,0.3125,0.07692307692,0.5894895214,0.6111606144,16
0.8780487805,1,0.7826086957,1,1,1,0.25,4,0.01859050382,15,0.9333333333,0.1117110869,0.5833333333,1,0.4117647059,1,1,1,0.06961787843,-0.02573898598,-0.2726491666,0.06961787843,cigma,0.8725886093,0.8241647826,0.6737745098,0.8725886093,0.810528227,0.7797200684,0.5528414729,0.810528227,0.810528227,0.7797200684,0.5528414729,0.810528227,0,0.25,12592,True,6,0.08881678084,-0.05767323431,-0.330806419,0.08881678084,0.3125,0.3125,0.1875,0.3125,0,0.4989099114,0.5258834196,14
0.7586206897,0.6285714286,0.9565217391,0.7857142857,1,0.6470588235,0,0,0.01412644836,16,0.9375,0.09782738288,0.56,0.875,0.4117647059,0,0,0,0.1411081303,-0.06474485052,-0.1222958288,0.1411081303,source_union,0.823595581,0.7496027055,0.7486515038,0.823595581,0.8284095184,0.7487767176,0.7104016925,0.8284095184,0.8284095184,0.7487767176,0.7104016925,0.8284095184,0,0.25,12593,True,7,0.1661771936,-0.07730711204,-0.1565230417,0.1661771936,0.3125,0.25,0.3125,0.3125,0.125,0.6199576536,0.6810501161,24
0.9166666667,0.88,0.9565217391,0.9696969697,1,0.9411764706,0,0,0.01075431901,15,0.9333333333,0.08069984171,0.5714285714,0.9333333333,0.4117647059,0.9333333333,1,0.875,0,-0.07913259508,-0.01442999941,0,exact_direct,0.768353989,0.7610188676,0.7966287769,0.768353989,0.7797200684,0.6922500167,0.7153561166,0.7797200684,0.7797200684,0.6922500167,0.7153561166,0.7797200684,0,0.25,12593,True,7,-0.009742674552,-0.1059393758,-0.014322415,-0.009742674552,0.25,0.25,0.3125,0.25,0.06666666667,0.6206665854,0.6700059349,20
0.9777777778,1,0.9565217391,1,1,1,0,0,0.01232905491,15,0.9333333333,0.08528199422,0.5833333333,1,0.4117647059,1,1,1,0.05240224636,0.07465089027,-0.1168901079,0.05240224636,cigma,0.8426094734,0.8481547808,0.7791321445,0.8426094734,0.7797200684,0.8234550943,0.7231933675,0.7797200684,0.7797200684,0.8234550943,0.7231933675,0.7797200684,0,0.25,12593,True,7,0.06190637083,0.08903691899,-0.1296940444,0.06190637083,0.25,0.3125,0.25,0.25,0,0.6388523402,0.7042654456,17
0.6551724138,0.5428571429,0.8260869565,0.7307692308,1,0.5757575758,0.1875,3,0.02586450768,11,0.9090909091,0.137355256,0.4444444444,0.9090909091,0.2941176471,0,0,0,0.3786309894,-0.09768308315,-0.00647632535,0.3786309894,source_union,0.8942473252,0.6308193731,0.6251526195,0.8942473252,0.845959207,0.5148326632,0.5432988019,0.845959207,0.845959207,0.5148326632,0.5432988019,0.845959207,0,0.25,12594,True,8,0.4613893588,-0.1424544963,-0.002840430057,0.4613893588,0.3125,0.1875,0.25,0.3125,0.09090909091,0.6910645049,0.7343022718,21
0.8260869565,0.8260869565,0.8260869565,0.9633507853,1,0.9292929293,0.1875,3,0.02290011194,11,0.9090909091,0.1273876108,0.4444444444,0.9090909091,0.2941176471,0.9333333333,1,0.875,0.3786309894,-0.1107074942,0.09042048725,0.3786309894,exact_direct,0.8942473252,0.6195474605,0.6578400296,0.8942473252,0.845959207,0.4999693909,0.5556236439,0.845959207,0.845959207,0.4999693909,0.5556236439,0.845959207,0,0.25,12594,True,8,0.4613893588,-0.1676892927,0.1083010403,0.4613893588,0.3125,0.1875,0.25,0.3125,0.09090909091,0.6910645049,0.7343022718,17
0.9047619048,1,0.8260869565,1,1,1,0.1875,3,0.02692883823,12,0.9166666667,0.1403643478,0.4888888889,1,0.3235294118,1,1,1,0.4595682838,0.06005763396,0.1533651562,0.4595682838,cigma,0.9297064996,0.7967021331,0.812306293,0.9297064996,0.9078089217,0.6794583417,0.7005540626,0.9078089217,0.9078089217,0.6794583417,0.7005540626,0.9078089217,0,0.25,12594,True,8,0.5478954224,0.07151481055,0.168274793,0.5478954224,0.3125,0.25,0.25,0.3125,0,0.7021512049,0.7820999613,12
0.6315789474,0.5294117647,0.7826086957,0.6923076923,1,0.5294117647,0.1875,3,0.01908945643,14,1,0.1132071429,0.5833333333,1,0.4117647059,0,0,0,0.1820930936,0.02573898598,-0.0338485073,0.1820930936,source_union,0.8960067849,0.8453464051,0.7840440204,0.8960067849,0.810528227,0.8234550943,0.7718828175,0.810528227,0.810528227,0.8234550943,0.7718828175,0.810528227,0,0.25,12595,True,9,0.2253836295,0.02306929373,-0.02925959335,0.2253836295,0.3125,0.3125,0.3125,0.3125,0,0.7624958146,0.8207969035,25
0.8,0.8181818182,0.7826086957,0.9291338583,1,0.8676470588,0.1875,3,0.01437591396,14,1,0.08935619599,0.5833333333,1,0.4117647059,0.8108108108,1,0.6818181818,0.1115356059,0.3603458037,0.1196974744,0.1115356059,exact_direct,0.8341853674,0.8997100274,0.8314871735,0.8341853674,0.7718828175,0.9286712451,0.7817304474,0.7718828175,0.7718828175,0.9286712451,0.7817304474,0.7718828175,0,0.25,12595,True,9,0.1391300989,0.430242328,0.1305063324,0.1391300989,0.25,0.3125,0.3125,0.25,0,0.6175391594,0.6730776791,16
0.8780487805,1,0.7826086957,1,1,1,0.1875,3,0.01377345246,15,1,0.09128296691,0.612244898,1,0.4411764706,1,1,1,0.1555253352,0.4118237757,0.1618854427,0.1555253352,cigma,0.8742728991,0.9117966425,0.8697844256,0.8742728991,0.8234550943,0.9434732991,0.8259323063,0.8234550943,0.8234550943,0.9434732991,0.8259323063,0.8234550943,0,0.25,12595,True,9,0.1923248517,0.4856086329,0.1763152268,0.1923248517,0.3125,0.3125,0.3125,0.3125,0,0.5400164427,0.5855700653,14
0.7,0.5675675676,0.9130434783,0.75,1,0.6,0.0625,1,0.01888038901,22,0.9090909091,0.1192611792,0.7142857143,0.9090909091,0.5882352941,0,0,0,0.4437767351,0.0889736661,-0.05734927566,0.4437767351,source_union,0.9066892584,0.7450287601,0.6919458472,0.9066892584,0.9434732991,0.8997382733,0.5973482907,0.9434732991,0.9434732991,0.8997382733,0.5973482907,0.9434732991,0,0.25,12596,True,10,0.5431873063,0.114358305,-0.06508345554,0.5431873063,0.3125,0.3125,0.25,0.3125,0.09090909091,0.5172785364,0.5781438024,25
0.875,0.84,0.9130434783,0.9705882353,1,0.9428571429,0.0625,1,0.01281415244,22,0.9090909091,0.09659038715,0.7142857143,0.9090909091,0.5882352941,0.9473684211,1,0.9,0.3283580919,0.1469506072,0.07009355914,0.3283580919,exact_direct,0.9006681227,0.7663406539,0.623259281,0.9006681227,0.8947838492,0.7866848715,0.5329843389,0.8947838492,0.8947838492,0.7866848715,0.5329843389,0.8947838492,0,0.25,12596,True,10,0.4083293149,0.1788110165,0.08650844401,0.4083293149,0.3125,0.25,0.25,0.3125,0.09090909091,0.4617686436,0.5024017406,17
0.9545454545,1,0.9130434783,1,1,1,0.0625,1,0.01676230182,23,0.9130434783,0.1074850343,0.7636363636,1,0.6176470588,1,1,1,0.1900865208,0.4607392991,0.158636575,0.1900865208,cigma,0.8731899148,0.9562093125,0.8168070273,0.8731899148,0.8510488233,0.9075755242,0.7817304474,0.8510488233,0.8510488233,0.9075755242,0.7817304474,0.8510488233,0,0.25,12596,True,10,0.2197336597,0.5616363971,0.1851139665,0.2197336597,0.3125,0.3125,0.3125,0.3125,0,0.4368038849,0.5050569618,15
0.6774193548,0.5384615385,0.9130434783,0.724137931,1,0.5675675676,0.125,2,0.01655640799,18,0.9444444444,0.1091743403,0.6153846154,0.8888888889,0.4705882353,0,0,0,0.3752562364,0.2108421755,-0.1080394517,0.3752562364,source_union,0.882799223,0.8077580146,0.5989324667,0.882799223,0.9434732991,0.9434732991,0.5329843389,0.9434732991,0.9434732991,0.9434732991,0.5329843389,0.9434732991,0,0.25,12597,True,11,0.4681693204,0.2726665727,-0.1293097442,0.4681693204,0.3125,0.3125,0.25,0.3125,0.1111111111,0.5360664223,0.5932458998,25
0.8571428571,0.8076923077,0.9130434783,0.9577464789,1,0.9189189189,0.125,2,0.01150949549,17,0.9411764706,0.08824517639,0.6274509804,0.9411764706,0.4705882353,0.9166666667,1,0.8461538462,0.2848119345,0.1597289209,-0.03823285044,0.2848119345,exact_direct,0.8606620734,0.8226732115,0.660048567,0.8606620734,0.8997382733,0.8997382733,0.6242708836,0.8997382733,0.8997382733,0.8997382733,0.6242708836,0.8997382733,0,0.25,12597,True,11,0.359540208,0.2127932007,-0.0561900641,0.359540208,0.25,0.3125,0.25,0.25,0.05882352941,0.535754982,0.5825860751,20
0.9545454545,1,0.9130434783,1,1,1,0.125,2,0.01310324989,17,0.9411764706,0.09132500914,0.64,1,0.4705882353,1,1,1,0.2831288458,0.2931977358,0.008321783316,0.2831288458,cigma,0.8993057758,0.9029776391,0.7943926166,0.8993057758,0.8997382733,0.8997382733,0.7458326725,0.8997382733,0.8997382733,0.8997382733,0.7458326725,0.8997382733,0,0.25,12597,True,11,0.352999507,0.3637482164,0.006852530559,0.352999507,0.25,0.3125,0.25,0.25,0,0.5792613907,0.6434334442,15
0.6666666667,0.5806451613,0.7826086957,0.7346938776,1,0.5806451613,0.25,4,0.0223929225,8,1,0.128775,0.380952381,1,0.2352941176,0,0,0,-0.0270997071,-0.2792501852,-0.1777046633,-0.0270997071,source_union,0.8454766764,0.7187784986,0.77167355,0.8454766764,0.7797200684,0.7104016925,0.7590911425,0.7797200684,0.7797200684,0.7104016925,0.7590911425,0.7797200684,0,0.25,12598,True,12,-0.03280209083,-0.3832433012,-0.2134229162,-0.03280209083,0.3125,0.3125,0.3125,0.3125,0,0.7979446151,0.8395020154,20
0.8372093023,0.9,0.7826086957,0.9608938547,1,0.9247311828,0.25,4,0.0148433408,8,1,0.1032113182,0.380952381,1,0.2352941176,0.9230769231,1,0.8571428571,-0.1949882668,-0.2115531706,-0.1018926871,-0.1949882668,exact_direct,0.7685032648,0.7636829433,0.778076997,0.7685032648,0.6666666667,0.6666666667,0.7590911425,0.6666666667,0.6666666667,0.6666666667,0.7590911425,0.6666666667,0,0.25,12598,True,12,-0.2305472764,-0.2650574927,-0.1056191048,-0.2305472764,0.25,0.3125,0.3125,0.25,0,0.7223745909,0.7359785068,14
0.8780487805,1,0.7826086957,1,1,1,0.25,4,0.01775585726,9,1,0.113052454,0.4186046512,1,0.2647058824,1,1,1,-0.1250199346,-0.1630135779,-0.1278042969,-0.1250199346,cigma,0.7981278683,0.7786557731,0.7720736478,0.7981278683,0.7469696192,0.7231933675,0.7153561166,0.7469696192,0.7469696192,0.7231933675,0.7153561166,0.7469696192,0,0.25,12598,True,12,-0.1436691575,-0.2110840376,-0.1521939254,-0.1436691575,0.25,0.3125,0.25,0.25,0,0.6743031064,0.684601271,14
0.6315789474,0.5294117647,0.7826086957,0.7058823529,1,0.5454545455,0.25,4,0.01245271889,14,0.9285714286,0.09309341544,0.5,0.8571428571,0.3529411765,0,0,0,0.3702465404,0.1482783811,-0.1037948668,0.3702465404,source_union,0.9083580976,0.8198255912,0.6748551275,0.9083580976,0.9513105501,0.8201054725,0.6164336326,0.9513105501,0.9513105501,0.8201054725,0.6164336326,0.9513105501,0,0.25,12599,True,13,0.4522518123,0.1810238071,-0.1222873591,0.4522518123,0.3125,0.25,0.25,0.3125,0.1428571429,0.6559844453,0.7075414727,24
0.8,0.8181818182,0.7826086957,0.9411764706,1,0.8888888889,0.25,4,0.007488196045,13,0.9230769231,0.06783036816,0.5106382979,0.9230769231,0.3529411765,0.8484848485,1,0.7368421053,0.3153263345,0.2075897336,-0.04448351434,0.3153263345,exact_direct,0.8613897859,0.844422232,0.6482141245,0.8613897859,0.9075755242,0.8201054725,0.5408215899,0.9075755242,0.9075755242,0.8201054725,0.5408215899,0.9075755242,0,0.25,12599,True,13,0.3872935896,0.2647954626,-0.06836537397,0.3872935896,0.25,0.25,0.25,0.25,0.07692307692,0.596989082,0.618070059,15
0.8780487805,1,0.7826086957,1,1,1,0.25,4,0.0123591896,14,0.9285714286,0.08398073144,0.5531914894,1,0.3823529412,1,1,1,0.3255145962,0.19214157,0.08640296402,0.3255145962,cigma,0.8926678763,0.8781234407,0.8129205182,0.8926678763,0.8552008463,0.9026211001,0.7768066325,0.8552008463,0.8552008463,0.9026211001,0.7768066325,0.8552008463,0,0.25,12599,True,13,0.3648855288,0.2389328136,0.09699329334,0.3648855288,0.25,0.25,0.3125,0.25,0,0.6402195235,0.6770757097,13
0.6440677966,0.5277777778,0.8260869565,0.7169811321,1,0.5588235294,0.1875,3,0.01822225343,17,0.8823529412,0.117261526,0.5490196078,0.8235294118,0.4117647059,0,0,0,0.1532244125,-0.2344393995,-0.1932309528,0.1532244125,source_union,0.8393006664,0.6632625778,0.6702608544,0.8393006664,0.9286712451,0.5948711169,0.5973482907,0.9286712451,0.9286712451,0.5948711169,0.5973482907,0.9286712451,0,0.25,12600,True,14,0.1700982123,-0.2946773008,-0.2509848159,0.1700982123,0.3125,0.1875,0.25,0.3125,0.1764705882,0.58949865,0.6398794498,24
0.7916666667,0.76,0.8260869565,0.9234828496,1,0.8578431373,0.1875,3,0.01435711778,16,0.875,0.09923571437,0.56,0.875,0.4117647059,0.7894736842,1,0.652173913,0.1254870555,-0.2344393995,-0.2461003633,0.1254870555,exact_direct,0.8385588363,0.6540410641,0.5901963387,0.8385588363,0.8721445442,0.5495925069,0.486772101,0.8721445442,0.8721445442,0.5495925069,0.486772101,0.8721445442,0,0.25,12600,True,14,0.1426178928,-0.2849089925,-0.3112299791,0.1426178928,0.3125,0.1875,0.25,0.3125,0.125,0.5440834102,0.5804375205,16
0.9047619048,1,0.8260869565,1,1,1,0.1875,3,0.02342054271,18,0.8888888889,0.1256160287,0.64,1,0.4705882353,1,1,1,0.03468439878,-0.1715932399,-0.3443927628,0.03468439878,cigma,0.8703371765,0.8107398678,0.7277340514,0.8703371765,0.8015875813,0.7359850426,0.6320074787,0.8015875813,0.8015875813,0.7359850426,0.6320074787,0.8015875813,0,0.25,12600,True,14,0.01958826957,-0.2053167142,-0.3988358584,0.01958826957,0.3125,0.25,0.25,0.3125,0,0.4888068015,0.5614394365,11
0.6333333333,0.5135135135,0.8260869565,0.7037037037,1,0.5428571429,0.1875,3,0.01921653,10,1,0.1227,0.4545454545,1,0.2941176471,0,0,0,0.244052112,-0.2512002387,-0.179376651,0.244052112,source_union,0.8944634456,0.6793652183,0.6691264932,0.8944634456,0.9075755242,0.6249420198,0.5973482907,0.9075755242,0.9075755242,0.6249420198,0.5973482907,0.9075755242,0,0.25,12601,True,15,0.2576995347,-0.3186980053,-0.2367509289,0.2576995347,0.3125,0.25,0.25,0.3125,0,0.7097633811,0.7509185024,26
0.7916666667,0.76,0.8260869565,0.925831202,1,0.8619047619,0.1875,3,0.01467524047,10,1,0.09769429125,0.4545454545,1,0.2941176471,0.8,1,0.6666666667,0.1014138746,-0.1739078575,-0.1597289209,0.1014138746,exact_direct,0.8267036425,0.691751092,0.6181131879,0.8267036425,0.7945221225,0.558567689,0.4892493131,0.7945221225,0.7945221225,0.558567689,0.4892493131,0.7945221225,0,0.25,12601,True,15,0.11342304,-0.2213856372,-0.1958021086,0.11342304,0.25,0.1875,0.25,0.25,0,0.6612426232,0.7071803891,20
0.9047619048,1,0.8260869565,1,1,1,0.1875,3,0.01219241111,10,1,0.08943491069,0.4545454545,1,0.2941176471,1,1,1,-0.02592088921,-0.2792501852,-0.2094269541,-0.02592088921,cigma,0.8184400683,0.7422726226,0.7389344504,0.8184400683,0.7945221225,0.6745039176,0.6617122426,0.7945221225,0.7945221225,0.6745039176,0.6617122426,0.7945221225,0,0.25,12601,True,15,-0.03623879729,-0.3281664196,-0.2733830935,-0.03623879729,0.3125,0.25,0.25,0.3125,0,0.7138060228,0.7743258281,14
