asset_f1,asset_precision,asset_recall,b3_f1,b3_precision,b3_recall,critical_miss_rate,critical_misses,edge_brier,edge_calibration_cases,edge_calibration_positive_fraction,edge_ece,edge_f1,edge_precision,edge_recall,entity_f1,entity_precision,entity_recall,kendall_tau_b_calibrated,kendall_tau_b_primary,kendall_tau_b_rank_aggregation,kendall_tau_b_weighted,method,ndcg_at_10_calibrated,ndcg_at_10_primary,ndcg_at_10_rank_aggregation,ndcg_at_10_weighted,ndcg_at_5_calibrated,ndcg_at_5_primary,ndcg_at_5_rank_aggregation,ndcg_at_5_weighted,ndcg_calibrated,ndcg_primary,ndcg_rank_aggregation,ndcg_weighted,node_truth_conflicts,observation_dropout,perturbation_seed,provenance_invariant,replicate,spearman_calibrated,spearman_primary,spearman_rank_aggregation,spearman_weighted,top5_urgent_recall_calibrated,top5_urgent_recall_primary,top5_urgent_recall_rank_aggregation,top5_urgent_recall_weighted,unsupported_edge_rate,urgency_brier,urgency_ece,verification_queue_size
0.65625,0.512195122,0.9130434783,0.7,1,0.5384615385,0.0625,1,0.02219195953,25,0.92,0.1265378377,0.7118644068,0.84,0.6176470588,0,0,0,0.4130397206,-0.01906578559,-0.1584628857,0.4130397206,source_union,0.8760978787,0.7450287601,0.6700667728,0.8760978787,0.9434732991,0.8997382733,0.5973482907,0.9434732991,0.9434732991,0.8997382733,0.5973482907,0.9434732991,0,0.1,11586,True,0,0.5209257751,-0.01293097442,-0.2003547397,0.5209257751,0.3125,0.3125,0.25,0.3125,0.16,0.5425318607,0.592154213,29
0.84,0.7777777778,0.9130434783,0.9339407745,1,0.8760683761,0.0625,1,0.01821891682,23,0.9130434783,0.108628825,0.7368421053,0.9130434783,0.6176470588,0.8333333333,1,0.7142857143,0.3055618511,0.05719735678,-0.07009355914,0.3055618511,exact_direct,0.8565178878,0.7589442267,0.6181131879,0.8565178878,0.8818569819,0.7635787717,0.4892493131,0.8818569819,0.8818569819,0.7635787717,0.4892493131,0.8818569819,0,0.1,11586,True,0,0.3826878794,0.07920221833,-0.0796362779,0.3826878794,0.25,0.25,0.25,0.25,0.08695652174,0.5350337532,0.5769478097,21
0.9545454545,1,0.9130434783,1,1,1,0.0625,1,0.0203363789,24,0.9166666667,0.1162300785,0.7857142857,1,0.6470588235,1,1,1,0.2669043912,0.07489604985,-0.09153961648,0.2669043912,cigma,0.8906496445,0.8436791407,0.756873221,0.8906496445,0.8510488233,0.8510488233,0.7252037465,0.8510488233,0.8510488233,0.8510488233,0.7252037465,0.8510488233,0,0.1,11586,True,0,0.3090546262,0.08908289726,-0.1210613732,0.3090546262,0.3125,0.3125,0.25,0.3125,0,0.4789722541,0.5422990083,15
0.65625,0.512195122,0.9130434783,0.7,1,0.5384615385,0.0625,1,0.02425535498,25,0.96,0.1328323126,0.7457627119,0.88,0.6470588235,0,0,0,0.285674628,-0.01901554628,-0.2725561634,0.285674628,source_union,0.8756467342,0.8090061425,0.6433389593,0.8756467342,0.8997382733,0.8510488233,0.5536132649,0.8997382733,0.8997382733,0.8510488233,0.5536132649,0.8997382733,0,0.1,11587,True,1,0.3222105129,-0.02746798851,-0.3465813844,0.3222105129,0.3125,0.3125,0.25,0.3125,0.12,0.5396456868,0.5969203822,28
0.8571428571,0.8076923077,0.9130434783,0.9483146067,1,0.9017094017,0.0625,1,0.0195310069,23,0.9565217391,0.1144612891,0.7719298246,0.9565217391,0.6470588235,0.8727272727,1,0.7741935484,0.08585956427,0.06355261865,-0.1584628857,0.08585956427,exact_direct,0.8422749529,0.7830810588,0.646480972,0.8422749529,0.8510488233,0.8510488233,0.5677441827,0.8510488233,0.8510488233,0.8510488233,0.5677441827,0.8510488233,0,0.1,11587,True,1,0.09942504526,0.06869580161,-0.2076256778,0.09942504526,0.25,0.3125,0.25,0.25,0.04347826087,0.499186428,0.5180143535,19
0.9545454545,1,0.9130434783,1,1,1,0.0625,1,0.02352857638,26,0.9615384615,0.1286037463,0.8474576271,1,0.7352941176,1,1,1,-0.09504326042,0.03328713326,-0.1842957196,-0.09504326042,cigma,0.8422749529,0.8595432705,0.7245250028,0.8422749529,0.8510488233,0.8432115724,0.7104016925,0.8510488233,0.8510488233,0.8432115724,0.7104016925,0.8510488233,0,0.1,11587,True,1,-0.09093227364,0.04682562548,-0.2475179769,-0.09093227364,0.25,0.25,0.3125,0.25,0,0.4500984024,0.4780080686,17
0.6865671642,0.5227272727,1,0.7076923077,1,0.5476190476,0,0,0.02130794188,31,0.935483871,0.1262885788,0.8307692308,0.8709677419,0.7941176471,0,0,0,0.4944222614,0.09507773141,-0.1906578559,0.4944222614,source_union,0.932046325,0.8022206516,0.6924097554,0.932046325,0.9562649742,0.8687949225,0.5973482907,0.9562649742,0.9562649742,0.8687949225,0.5973482907,0.9562649742,0,0.1,11588,True,2,0.5832416179,0.1316847684,-0.2396271197,0.5832416179,0.3125,0.25,0.25,0.3125,0.1290322581,0.5173640225,0.5850620352,29
0.9019607843,0.8214285714,1,0.9543568465,1,0.9126984127,0,0,0.01639956143,29,0.9310344828,0.105678632,0.8571428571,0.9310344828,0.7941176471,0.9090909091,1,0.8333333333,0.3874625485,0.22184804,-0.07028072518,0.3874625485,exact_direct,0.9154119199,0.8028461388,0.6651488052,0.9154119199,0.9562649742,0.8947838492,0.4892493131,0.9562649742,0.9562649742,0.8947838492,0.4892493131,0.9562649742,0,0.1,11588,True,2,0.4685212857,0.3183055139,-0.09790105429,0.4685212857,0.3125,0.3125,0.25,0.3125,0.06896551724,0.3766165178,0.3981039884,17
1,1,1,1,1,1,0,0,0.02203597885,33,0.9393939394,0.1236102317,0.9538461538,1,0.9117647059,1,1,1,0.2579944567,0.3400762779,0.05043085295,0.2579944567,cigma,0.8805956216,0.9257286718,0.8447481021,0.8805956216,0.8678320411,0.8947838492,0.8362467693,0.8678320411,0.8678320411,0.8947838492,0.8362467693,0.8678320411,0,0.1,11588,True,2,0.3124293065,0.4189301188,0.06920367011,0.3124293065,0.25,0.3125,0.3125,0.25,0,0.2158918343,0.2259500397,15
0.6567164179,0.5,0.9565217391,0.6875,1,0.5238095238,0,0,0.0188676328,28,0.9285714286,0.1183052122,0.7741935484,0.8571428571,0.7058823529,0,0,0,0.3312853237,-0.1584628857,-0.1838169474,0.3312853237,source_union,0.8739490168,0.7187946051,0.6930599596,0.8739490168,0.8849362193,0.7487767176,0.5973482907,0.8849362193,0.8849362193,0.7487767176,0.5973482907,0.8849362193,0,0.1,11589,True,3,0.3923953159,-0.214088734,-0.2262069642,0.3923953159,0.3125,0.25,0.25,0.3125,0.1428571429,0.5276686422,0.6065078013,29
0.88,0.8148148148,0.9565217391,0.9565217391,1,0.9166666667,0,0,0.01537444286,26,0.9230769231,0.09943891764,0.8,0.9230769231,0.7058823529,0.90625,1,0.8285714286,0.2285629754,0.09507773141,-0.1077547623,0.2285629754,exact_direct,0.8815673184,0.7536412187,0.6424327236,0.8815673184,0.9075755242,0.8721445442,0.4892493131,0.9075755242,0.9075755242,0.8721445442,0.4892493131,0.9075755242,0,0.1,11589,True,3,0.2534927122,0.1470345267,-0.1534975828,0.2534927122,0.3125,0.3125,0.25,0.3125,0.07692307692,0.3453807884,0.3602757645,15
0.9777777778,1,0.9565217391,1,1,1,0,0,0.02054651313,30,0.9333333333,0.1181311687,0.9032258065,1,0.8235294118,1,1,1,0.3620388443,0.2073635841,-0.02504788026,0.3620388443,cigma,0.9129369989,0.8784640218,0.8051494236,0.9129369989,0.910629294,0.8284095184,0.8284095184,0.910629294,0.910629294,0.8284095184,0.8284095184,0.910629294,0,0.1,11589,True,3,0.4215111122,0.2785257466,-0.03142366715,0.4215111122,0.25,0.3125,0.3125,0.25,0,0.1471683913,0.1375959183,17
0.6779661017,0.5555555556,0.8695652174,0.7272727273,1,0.5714285714,0.1875,3,0.01662416819,20,0.95,0.1138269063,0.6666666667,0.9,0.5294117647,0,0,0,0.01516108957,-0.1244995345,-0.1233829242,0.01516108957,source_union,0.8125142583,0.7379592198,0.7615496928,0.8125142583,0.8362467693,0.7379954216,0.7669283934,0.8362467693,0.8362467693,0.7379954216,0.7669283934,0.8362467693,0,0.1,11590,True,4,0,-0.1562554734,-0.1615788063,0,0.3125,0.25,0.3125,0.3125,0.1,0.6467654622,0.7050937417,21
0.8510638298,0.8333333333,0.8695652174,0.9552238806,1,0.9142857143,0.1875,3,0.01374489041,19,0.9473684211,0.09855934597,0.679245283,0.9473684211,0.5294117647,0.9130434783,1,0.84,-0.1197435743,-0.1244995345,0.007257819069,-0.1197435743,exact_direct,0.7811003972,0.7578098654,0.8188467171,0.7811003972,0.7797200684,0.6922500167,0.7866848715,0.7797200684,0.7797200684,0.6922500167,0.7866848715,0.7797200684,0,0.1,11590,True,4,-0.1548874765,-0.1591313411,0.001912175223,-0.1548874765,0.25,0.25,0.3125,0.25,0.05263157895,0.5732297087,0.6063748044,15
0.9302325581,1,0.8695652174,1,1,1,0.1875,3,0.0181192094,21,0.9523809524,0.1118666756,0.7407407407,1,0.5882352941,1,1,1,-0.06887855257,-0.04231063413,-0.0338485073,-0.06887855257,cigma,0.8234394317,0.8445363968,0.8372044566,0.8234394317,0.810528227,0.7797200684,0.8048365854,0.810528227,0.810528227,0.7797200684,0.8048365854,0.810528227,0,0.1,11590,True,4,-0.09078948537,-0.05163457651,-0.04181602412,-0.09078948537,0.3125,0.3125,0.25,0.3125,0,0.4764794335,0.4993179356,14
0.625,0.487804878,0.8695652174,0.6666666667,1,0.5,0.125,2,0.017960202,25,1,0.110988,0.7457627119,0.88,0.6470588235,0,0,0,0.4596629816,0.1524142004,-0.2092349914,0.4596629816,source_union,0.9187035856,0.8400994728,0.6541306631,0.9187035856,0.8849362193,0.8849362193,0.6164336326,0.8849362193,0.8849362193,0.8849362193,0.6164336326,0.8849362193,0,0.1,11591,True,5,0.5745287673,0.1615788063,-0.2558938146,0.5745287673,0.3125,0.3125,0.25,0.3125,0.12,0.5870237367,0.6678200697,27
0.8333333333,0.8,0.8695652174,0.9356984479,1,0.8791666667,0.125,2,0.01551048784,22,1,0.09347816205,0.7857142857,1,0.6470588235,0.8620689655,1,0.7575757576,0.2929400811,0.2685393055,-0.08735419959,0.2929400811,exact_direct,0.8815673184,0.9044456373,0.6736052581,0.8815673184,0.9075755242,0.8721445442,0.497086564,0.9075755242,0.9075755242,0.8721445442,0.497086564,0.9075755242,0,0.1,11591,True,5,0.3617196725,0.3719180808,-0.1118622505,0.3617196725,0.3125,0.3125,0.25,0.3125,0,0.4556028184,0.4825705357,15
0.9302325581,1,0.8695652174,1,1,1,0.125,2,0.01781561787,25,1,0.1032897196,0.8474576271,1,0.7352941176,1,1,1,0.4264095054,0.3434602048,0.100191521,0.4264095054,cigma,0.932920686,0.9257286718,0.8407811395,0.932920686,0.9255244117,0.8947838492,0.7842076595,0.9255244117,0.9255244117,0.8947838492,0.7842076595,0.9255244117,0,0.1,11591,True,5,0.5219427705,0.4312360931,0.123409311,0.5219427705,0.25,0.3125,0.3125,0.25,0,0.3433377989,0.3743729924,13
0.6666666667,0.525,0.9130434783,0.7118644068,1,0.5526315789,0.0625,1,0.02141086384,23,0.9130434783,0.1208976497,0.6666666667,0.8260869565,0.5588235294,0,0,0,0.1934026374,0.1207499754,-0.1711399165,0.1934026374,source_union,0.8274405165,0.806817735,0.6476080546,0.8274405165,0.8997382733,0.9434732991,0.5677441827,0.8997382733,0.8997382733,0.9434732991,0.5677441827,0.8997382733,0,0.1,11592,True,6,0.2307455232,0.1624453662,-0.2213596721,0.2307455232,0.3125,0.3125,0.25,0.3125,0.1739130435,0.5383556318,0.5876377749,26
0.8571428571,0.8076923077,0.9130434783,0.9589041096,1,0.9210526316,0.0625,1,0.01866485044,21,0.9047619048,0.1083386294,0.6909090909,0.9047619048,0.5588235294,0.9285714286,1,0.8666666667,0.1622621994,0.09532892797,-0.01271052373,0.1622621994,exact_direct,0.8336905311,0.772856891,0.6543024462,0.8336905311,0.8510488233,0.8947838492,0.5726986068,0.8510488233,0.8510488233,0.8947838492,0.5726986068,0.8510488233,0,0.1,11592,True,6,0.2007013338,0.1406243468,-0.01616371803,0.2007013338,0.3125,0.3125,0.25,0.3125,0.09523809524,0.4247386133,0.4460277475,17
0.9545454545,1,0.9130434783,1,1,1,0.0625,1,0.02473691901,24,0.9166666667,0.128500661,0.7857142857,1,0.6470588235,1,1,1,0.2747561941,0.3245495493,0.008349293419,0.2747561941,cigma,0.9080159049,0.9041469514,0.7840919416,0.9080159049,0.9006992156,0.8947838492,0.7669283934,0.9006992156,0.9006992156,0.8947838492,0.7669283934,0.9006992156,0,0.1,11592,True,6,0.3169058533,0.3997309493,0.01085544865,0.3169058533,0.3125,0.3125,0.3125,0.3125,0,0.3696883373,0.4058991456,17
0.6769230769,0.5238095238,0.9565217391,0.7096774194,1,0.55,0.0625,1,0.02003787068,27,0.9259259259,0.118809109,0.7540983607,0.8518518519,0.6764705882,0,0,0,0.2780316038,-0.05084209492,-0.2852331942,0.2780316038,source_union,0.8739490168,0.760264138,0.6433389593,0.8739490168,0.8849362193,0.8849362193,0.5536132649,0.8849362193,0.8849362193,0.8849362193,0.5536132649,0.8849362193,0,0.1,11593,True,7,0.3257377722,-0.0622303144,-0.3595074966,0.3257377722,0.3125,0.3125,0.25,0.3125,0.1481481481,0.5238115612,0.6021441955,29
0.862745098,0.7857142857,0.9565217391,0.940397351,1,0.8875,0.0625,1,0.01679339701,25,0.92,0.1024897798,0.7796610169,0.92,0.6764705882,0.8510638298,1,0.7407407407,0.270017477,0.03813157119,-0.22184804,0.270017477,exact_direct,0.9052236796,0.7484683442,0.6237648904,0.9052236796,0.9075755242,0.8201054725,0.5677441827,0.9075755242,0.9075755242,0.8201054725,0.5677441827,0.9075755242,0,0.1,11593,True,7,0.3171405487,0.06384668621,-0.2795271772,0.3171405487,0.3125,0.25,0.25,0.3125,0.08,0.4241462398,0.4585626384,18
0.9777777778,1,0.9565217391,1,1,1,0.0625,1,0.01979916363,28,0.9285714286,0.114093434,0.8666666667,1,0.7647058824,1,1,1,0.2358101086,0.1664356663,-0.2605594069,0.2358101086,cigma,0.8954890184,0.8835270913,0.7204845153,0.8954890184,0.8685428337,0.8721445442,0.6951634146,0.8685428337,0.8685428337,0.8721445442,0.6951634146,0.8685428337,0,0.1,11593,True,7,0.2672966666,0.2192809779,-0.3265726912,0.2672966666,0.3125,0.3125,0.25,0.3125,0,0.2520186722,0.2837231781,17
0.6666666667,0.5,1,0.6865671642,1,0.5227272727,0,0,0.02130794188,31,0.935483871,0.1262885788,0.8307692308,0.8709677419,0.7941176471,0,0,0,0.4665038232,-0.006338515427,-0.1711399165,0.4665038232,source_union,0.922979725,0.7705532174,0.6948574953,0.922979725,0.9434732991,0.8997382733,0.5973482907,0.9434732991,0.9434732991,0.8997382733,0.5973482907,0.9434732991,0,0.1,11594,True,8,0.5493534422,-0.01696552231,-0.2132808519,0.5493534422,0.3125,0.3125,0.25,0.3125,0.1290322581,0.4894164049,0.5629427988,30
0.8846153846,0.7931034483,1,0.9418837675,1,0.8901515152,0,0,0.01639856136,29,0.9310344828,0.1056577547,0.8571428571,0.9310344828,0.7941176471,0.8787878788,1,0.7837837838,0.1987060008,0.133108824,-0.03194578417,0.1987060008,exact_direct,0.8671556176,0.7848693104,0.6651488052,0.8671556176,0.8510488233,0.7635787717,0.4892493131,0.8510488233,0.8510488233,0.7635787717,0.4892493131,0.8510488233,0,0.1,11594,True,8,0.2297629252,0.1825813354,-0.04611867847,0.2297629252,0.3125,0.25,0.25,0.3125,0.06896551724,0.3774312152,0.4006153777,18
1,1,1,1,1,1,0,0,0.02338895691,34,0.9411764706,0.1277077554,0.9696969697,1,0.9411764706,1,1,1,0.07888972156,0.273719931,0.2024037625,0.07888972156,cigma,0.854694347,0.8992639348,0.8702673989,0.854694347,0.8347900513,0.8947838492,0.8510488233,0.8347900513,0.8347900513,0.8947838492,0.8510488233,0.8347900513,0,0.1,11594,True,8,0.08953514546,0.3333176967,0.2410329221,0.08953514546,0.25,0.3125,0.3125,0.25,0,0.1407055133,0.1312151952,15
0.7076923077,0.5476190476,1,0.7301587302,1,0.575,0,0,0.02328423974,24,0.9583333333,0.1312932553,0.7586206897,0.9166666667,0.6470588235,0,0,0,0.5055579856,-0.09507773141,-0.1838169474,0.5055579856,source_union,0.8876285233,0.7379592198,0.6929769361,0.8876285233,0.9513105501,0.7379954216,0.5973482907,0.9513105501,0.9513105501,0.7379954216,0.5973482907,0.9513105501,0,0.1,11595,True,9,0.5961139089,-0.1284532404,-0.2350936663,0.5961139089,0.3125,0.25,0.25,0.3125,0.08333333333,0.6088376733,0.666332287,30
0.9019607843,0.8214285714,1,0.9496717724,1,0.9041666667,0,0,0.01906969171,23,0.9565217391,0.111346757,0.7719298246,0.9565217391,0.6470588235,0.8372093023,1,0.72,0.4741770328,0.1964939782,-0.1210706931,0.4741770328,exact_direct,0.9357546747,0.8066236534,0.6199522354,0.9357546747,0.9075755242,0.8721445442,0.4892493131,0.9075755242,0.9075755242,0.8721445442,0.4892493131,0.9075755242,0,0.1,11595,True,9,0.5837342748,0.2520591887,-0.1588683107,0.5837342748,0.3125,0.3125,0.25,0.3125,0.04347826087,0.4496364002,0.4769717915,18
1,1,1,1,1,1,0,0,0.02264720262,26,0.9615384615,0.124077184,0.8474576271,1,0.7352941176,1,1,1,0.5851584177,0.4064326248,-0.1512925588,0.5851584177,cigma,0.9658032202,0.9516537555,0.7688752261,0.9658032202,0.9627622058,0.8947838492,0.6769811297,0.9627622058,0.9627622058,0.8947838492,0.6769811297,0.9627622058,0,0.1,11595,True,9,0.6870358279,0.4874200565,-0.1791072782,0.6870358279,0.3125,0.3125,0.25,0.3125,0,0.2887812923,0.2930169477,15
0.59375,0.4634146341,0.8260869565,0.6551724138,1,0.4871794872,0.1875,3,0.01302913349,24,0.9583333333,0.09675575525,0.6896551724,0.8333333333,0.5882352941,0,0,0,0.2773924384,0.1107074942,-0.1545847623,0.2773924384,source_union,0.8822298102,0.8089053033,0.6544004897,0.8822298102,0.8849362193,0.8849362193,0.6164336326,0.8849362193,0.8849362193,0.8849362193,0.6164336326,0.8849362193,0,0.1,11596,True,10,0.3236627194,0.1400124192,-0.1998958226,0.3236627194,0.3125,0.3125,0.25,0.3125,0.1666666667,0.5583772771,0.6274970021,26
0.7916666667,0.76,0.8260869565,0.9339407745,1,0.8760683761,0.1875,3,0.01129123485,21,0.9523809524,0.07965565743,0.7272727273,0.9523809524,0.5882352941,0.8620689655,1,0.7575757576,0.2938666827,0.1628051386,-0.1288206352,0.2938666827,exact_direct,0.9095597644,0.8706171424,0.6212922295,0.9095597644,0.9075755242,0.8201054725,0.497086564,0.9075755242,0.9075755242,0.8201054725,0.497086564,0.9075755242,0,0.1,11596,True,10,0.346927526,0.2214149885,-0.1585380662,0.346927526,0.3125,0.25,0.25,0.3125,0.04761904762,0.4576510055,0.4840794415,14
0.9047619048,1,0.8260869565,1,1,1,0.1875,3,0.01713837749,24,0.9583333333,0.09889122131,0.8070175439,1,0.6764705882,1,1,1,0.3067933616,0.3002881698,0.04245528629,0.3067933616,cigma,0.9154119199,0.9154119199,0.8117187154,0.9154119199,0.9562649742,0.9562649742,0.7694056054,0.9562649742,0.9562649742,0.9562649742,0.7694056054,0.9562649742,0,0.1,11596,True,10,0.3506311825,0.3264305062,0.05912373799,0.3506311825,0.3125,0.3125,0.3125,0.3125,0,0.3455656265,0.370536146,11
0.6875,0.5365853659,0.9565217391,0.7213114754,1,0.5641025641,0.0625,1,0.01904746753,25,0.92,0.1210898377,0.7457627119,0.88,0.6470588235,0,0,0,0.3255004142,-0.05084209492,-0.1457858548,0.3255004142,source_union,0.8678348748,0.7614882948,0.6723354953,0.8678348748,0.9075755242,0.8101966243,0.5973482907,0.9075755242,0.9075755242,0.8101966243,0.5973482907,0.9075755242,0,0.1,11597,True,11,0.3975081722,-0.05172389769,-0.1785419253,0.3975081722,0.3125,0.25,0.25,0.3125,0.12,0.5604527352,0.6319662471,27
0.88,0.8148148148,0.9565217391,0.9530201342,1,0.9102564103,0.0625,1,0.01483354265,24,0.9166666667,0.1020716092,0.7586206897,0.9166666667,0.6470588235,0.8846153846,1,0.7931034483,0.1742261097,0.1334604992,-0.1281261793,0.1742261097,exact_direct,0.866423264,0.778269704,0.6208510032,0.866423264,0.9075755242,0.9075755242,0.4892493131,0.9075755242,0.9075755242,0.9075755242,0.4892493131,0.9075755242,0,0.1,11597,True,11,0.2264060289,0.1778008983,-0.1821160992,0.2264060289,0.25,0.3125,0.25,0.25,0.08333333333,0.5052823399,0.5389908923,19
0.9777777778,1,0.9565217391,1,1,1,0.0625,1,0.01798866962,26,0.9230769231,0.1134643369,0.8275862069,1,0.7058823529,1,1,1,0.2794786472,0.2579752828,-0.05844505393,0.2794786472,cigma,0.9053649717,0.8992639348,0.7775170949,0.9053649717,0.910629294,0.8947838492,0.8304198974,0.910629294,0.910629294,0.8947838492,0.8304198974,0.910629294,0,0.1,11597,True,11,0.3417502943,0.32663729,-0.06227599491,0.3417502943,0.25,0.3125,0.3125,0.25,0,0.4038996836,0.4382702038,17
0.6875,0.5365853659,0.9565217391,0.7213114754,1,0.5641025641,0,0,0.02135257533,27,0.962962963,0.1254384491,0.7540983607,0.8518518519,0.6764705882,0,0,0,0.4435728288,-0.05704663885,-0.1964939782,0.4435728288,source_union,0.8819985656,0.724811983,0.6948574953,0.8819985656,0.9286712451,0.7487767176,0.5973482907,0.9286712451,0.9286712451,0.7487767176,0.5973482907,0.9286712451,0,0.1,11598,True,12,0.5301268729,-0.1001773699,-0.2391330764,0.5301268729,0.3125,0.25,0.25,0.3125,0.1481481481,0.5574349955,0.6296366572,28
0.862745098,0.7857142857,0.9565217391,0.9339407745,1,0.8760683761,0,0,0.01875420495,24,0.9583333333,0.1108156769,0.7931034483,0.9583333333,0.6764705882,0.8260869565,1,0.7037037037,0.1646448031,0.09507773141,-0.05704663885,0.1646448031,exact_direct,0.8234394317,0.7978046499,0.6406351879,0.8234394317,0.810528227,0.7153561166,0.4892493131,0.810528227,0.810528227,0.7153561166,0.4892493131,0.810528227,0,0.1,11598,True,12,0.2018783718,0.1349162965,-0.07674879142,0.2018783718,0.25,0.25,0.25,0.25,0.04166666667,0.5155232344,0.5506004673,20
0.9777777778,1,0.9565217391,1,1,1,0,0,0.02198238365,27,0.962962963,0.1217541602,0.8666666667,1,0.7647058824,1,1,1,-0.1044268176,0.1907744974,0.09184222761,-0.1044268176,cigma,0.8154095895,0.8750201442,0.8092910433,0.8154095895,0.7797200684,0.8234550943,0.7669283934,0.7797200684,0.7797200684,0.8234550943,0.7669283934,0.7797200684,0,0.1,11598,True,12,-0.1470667475,0.2431392788,0.1211239534,-0.1470667475,0.3125,0.3125,0.3125,0.3125,0,0.360863882,0.3969410237,15
0.6349206349,0.5,0.8695652174,0.6779661017,1,0.5128205128,0.125,2,0.02398303974,21,0.9523809524,0.134762277,0.6545454545,0.8571428571,0.5294117647,0,0,0,0.3367788026,0.05858801622,-0.1741876576,0.3367788026,source_union,0.8784404074,0.7982531548,0.6930599596,0.8784404074,0.9286712451,0.8362467693,0.5973482907,0.9286712451,0.9286712451,0.8362467693,0.5973482907,0.9286712451,0,0.1,11599,True,13,0.4003846147,0.06278977614,-0.2084270993,0.4003846147,0.3125,0.3125,0.25,0.3125,0.1428571429,0.6108079555,0.6756586767,25
0.8333333333,0.8,0.8695652174,0.9339407745,1,0.8760683761,0.125,2,0.02015296414,19,0.9473684211,0.1170947387,0.679245283,0.9473684211,0.5294117647,0.8709677419,1,0.7714285714,0.1710521837,0.2050580568,-0.07301409965,0.1710521837,exact_direct,0.8420623148,0.8436083862,0.6179947031,0.8420623148,0.810528227,0.7826028952,0.486772101,0.810528227,0.810528227,0.7826028952,0.486772101,0.810528227,0,0.1,11599,True,13,0.1987870124,0.257390151,-0.09760689576,0.1987870124,0.25,0.25,0.25,0.25,0.05263157895,0.5648841253,0.6023464855,17
0.9302325581,1,0.8695652174,1,1,1,0.125,2,0.02300831386,21,0.9523809524,0.1269199334,0.7407407407,1,0.5882352941,1,1,1,0.06091564362,0.2200152975,0.04202571079,0.06091564362,cigma,0.8396808841,0.8874471463,0.8067179968,0.8396808841,0.8015875813,0.8799817951,0.7450608805,0.8015875813,0.8015875813,0.8799817951,0.7450608805,0.8015875813,0,0.1,11599,True,13,0.06747768415,0.2713683854,0.05722277258,0.06747768415,0.3125,0.3125,0.3125,0.3125,0,0.4640217058,0.5374297511,13
0.6769230769,0.5238095238,0.9565217391,0.6984126984,1,0.5365853659,0,0,0.02268540186,29,0.9655172414,0.129780625,0.8253968254,0.8965517241,0.7647058824,0,0,0,0.4730757361,0.00719387228,-0.1079080842,0.4730757361,source_union,0.9289291749,0.8201346624,0.7509202263,0.9289291749,0.9434732991,0.8997382733,0.7104016925,0.9434732991,0.9434732991,0.8997382733,0.7104016925,0.9434732991,0,0.1,11600,True,14,0.5547874422,-0.006680861534,-0.1307540043,0.5547874422,0.3125,0.3125,0.3125,0.3125,0.1034482759,0.5144515853,0.5994083677,28
0.88,0.8148148148,0.9565217391,0.9373650108,1,0.8821138211,0,0,0.01774081095,27,0.962962963,0.1097175457,0.8524590164,0.962962963,0.7647058824,0.8709677419,1,0.7714285714,0.1732312803,0.179846807,0.02894525749,0.1732312803,exact_direct,0.8704709796,0.828642835,0.7657221448,0.8704709796,0.8656271653,0.7974049493,0.7153561166,0.8656271653,0.8656271653,0.7974049493,0.7153561166,0.8656271653,0,0.1,11600,True,14,0.21288882,0.2386021977,0.04441898989,0.21288882,0.3125,0.25,0.3125,0.3125,0.03703703704,0.470333942,0.5162123783,20
0.9777777778,1,0.9565217391,1,1,1,0,0,0.01991151854,30,0.9666666667,0.1180308906,0.9206349206,1,0.8529411765,1,1,1,0.1044268176,0.1907744974,0,0.1044268176,cigma,0.8751574871,0.8778573792,0.791187698,0.8751574871,0.8882866175,0.8721445442,0.7937503304,0.8882866175,0.8882866175,0.8721445442,0.7937503304,0.8882866175,0,0.1,11600,True,14,0.1286113125,0.2465637757,0.01142088426,0.1286113125,0.25,0.3125,0.3125,0.25,0,0.2857538029,0.3144722915,18
0.6875,0.5365853659,0.9565217391,0.7213114754,1,0.5641025641,0,0,0.02170575237,23,0.9565217391,0.123969905,0.7368421053,0.9130434783,0.6176470588,0,0,0,0.3974120016,0.2414999509,-0.0697236697,0.3974120016,source_union,0.8948375118,0.8569388332,0.6948574953,0.8948375118,0.8997382733,0.9434732991,0.5973482907,0.8997382733,0.8997382733,0.9434732991,0.5973482907,0.8997382733,0,0.1,11601,True,15,0.4755816277,0.2953919469,-0.08078820149,0.4755816277,0.3125,0.3125,0.25,0.3125,0.08695652174,0.5050108905,0.5763411879,26
0.862745098,0.7857142857,0.9565217391,0.9411764706,1,0.8888888889,0,0,0.01859372464,22,0.9545454545,0.1095130398,0.75,0.9545454545,0.6176470588,0.88,1,0.7857142857,0.3265185363,0.2033683797,0.01901554628,0.3265185363,exact_direct,0.8932605857,0.7653210301,0.6197166419,0.8932605857,0.8510488233,0.8721445442,0.4892493131,0.8510488233,0.8510488233,0.8721445442,0.4892493131,0.8510488233,0,0.1,11601,True,15,0.407205658,0.2662972545,0.03635469067,0.407205658,0.3125,0.3125,0.25,0.3125,0.04545454545,0.3901901128,0.4338404344,17
